"MDM_MOCK_F" "MDM_MOCK_L" "MDM_MOCK_S" "MDM_IL27_F" "MDM_IL27_L" "MDM_IL27_S" "MDM_LPS_F" "MDM_LPS_L" "MDM_LPS_S" "MDM_IL27_LPS_F" "MDM_IL27_LPS_L" "MDM_IL27_LPS_S"
"ENSG00000237321" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236548" 8 17 15 9 25 5 25 20 54 19 27 45
"ENSG00000146373" 307 233 491 292 391 299 487 343 485 362 654 742
"ENSG00000111907" 37 15 23 3 6 0 4 6 10 4 4 2
"ENSG00000111906" 253 427 378 323 454 245 195 313 249 100 320 205
"ENSG00000111912" 492 394 548 565 354 390 1688 990 1583 1076 1349 1544
"ENSG00000232131" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222445" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000251920" 32 24 63 39 35 31 22 18 25 29 41 47
"ENSG00000111911" 463 395 652 506 369 434 451 385 467 362 557 547
"ENSG00000066651" 151 165 217 166 176 136 125 75 144 85 132 92
"ENSG00000203760" 158 160 116 103 165 87 55 138 108 49 93 80
"ENSG00000217325" 1 1 2 0 2 4 5 8 7 4 0 9
"ENSG00000146374" 2 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000118518" 823 631 932 627 650 602 522 322 464 320 437 411
"ENSG00000093144" 1418 1494 1972 1371 1709 1448 694 687 1044 469 877 925
"ENSG00000251768" 1 0 3 1 0 1 0 0 0 1 0 1
"ENSG00000189367" 12 24 14 8 11 5 5 10 4 5 12 2
"ENSG00000255330" 14 30 15 10 12 4 5 14 6 7 13 4
"ENSG00000214338" 2 6 1 2 2 0 0 6 3 4 3 2
"ENSG00000184530" 4 0 4 0 0 0 2 1 4 0 0 0
"ENSG00000152894" 1 0 0 0 0 0 0 2 2 2 14 1
"ENSG00000227945" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224733" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000196569" 23 10 40 15 10 23 16 16 20 8 24 25
"ENSG00000220884" 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000252554" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000219642" 7 0 4 3 0 0 0 0 0 3 0 0
"ENSG00000233351" 4 0 0 0 2 0 0 2 0 0 7 1
"ENSG00000146376" 1421 1488 2077 1492 1988 1124 310 257 427 194 367 364
"ENSG00000198945" 115 100 117 91 120 51 166 98 48 99 157 46
"ENSG00000227678" 19 10 12 5 12 4 38 21 1 10 26 0
"ENSG00000164483" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000079819" 1012 1075 744 1151 1216 470 842 826 567 794 1441 727
"ENSG00000118507" 63 60 86 55 123 63 132 174 134 107 263 144
"ENSG00000218857" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118520" 6 3 2 9 3 0 0 4 4 0 0 2
"ENSG00000112282" 710 541 1040 728 636 542 632 382 573 444 654 672
"ENSG00000154269" 0 0 0 0 0 0 0 2 0 0 0 0
"ENSG00000252560" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000180658" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236761" 0 0 0 0 0 0 2 0 0 0 0 0
"ENSG00000079931" 2 7 8 4 0 2 2 6 19 2 4 20
"ENSG00000079950" 1775 1262 2380 1869 1324 1579 1329 626 1179 696 682 948
"ENSG00000218991" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000112299" 116 381 132 82 380 46 99 249 117 38 253 41
"ENSG00000093134" 4 7 7 2 10 12 6 10 26 8 13 8
"ENSG00000112303" 199 371 414 184 421 220 100 165 293 56 202 157
"ENSG00000234484" 22 21 31 9 27 18 11 10 14 9 14 7
"ENSG00000146409" 223 156 183 167 182 109 861 463 519 592 705 708
"ENSG00000112306" 2303 3602 2964 1559 5024 2133 1398 3910 2180 796 3188 1980
"ENSG00000206754" 3 4 3 0 6 1 2 1 1 1 0 1
"ENSG00000221500" 3 9 16 9 6 2 5 6 9 4 2 2
"ENSG00000200534" 13 27 21 17 33 7 19 14 21 7 14 5
"ENSG00000028839" 130 158 162 106 156 149 120 118 174 70 152 151
"ENSG00000278744" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000146411" 22 18 30 17 16 25 49 20 30 31 43 61
"ENSG00000118515" 14159 10715 14590 16522 12748 10986 13823 6279 10648 10274 9287 11410
"ENSG00000276703" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200058" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201309" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000220378" 0 2 2 2 2 1 10 0 2 0 0 0
"ENSG00000213118" 1 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000231971" 7 3 10 12 5 4 7 2 6 1 2 0
"ENSG00000236700" 2686 1632 2618 2481 1550 1919 3723 1122 3285 1967 1081 2537
"ENSG00000232310" 6 5 0 2 4 6 4 0 20 2 0 11
"ENSG00000229722" 0 0 0 0 0 0 0 0 2 0 0 0
"ENSG00000227723" 0 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000218772" 26 10 19 10 8 12 13 4 24 8 2 20
"ENSG00000118514" 48 20 78 39 7 33 11 2 35 14 6 37
"ENSG00000240056" 4 0 0 0 0 0 1 0 1 0 0 5
"ENSG00000112339" 583 573 918 588 597 577 580 442 704 288 431 511
"ENSG00000232876" 0 0 4 0 0 1 0 0 0 0 0 0
"ENSG00000118513" 6 6 26 0 5 2 7 2 8 2 12 1
"ENSG00000236703" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000135541" 323 366 544 376 468 292 191 140 260 143 166 212
"ENSG00000201012" 0 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000234084" 12 15 26 16 26 20 10 2 13 16 16 17
"ENSG00000146410" 237 178 198 165 186 141 67 77 71 37 97 50
"ENSG00000029363" 1715 1539 2607 1861 2008 1744 1618 1148 2121 1060 1554 1672
"ENSG00000260418" 13 9 61 3 18 23 9 2 9 2 2 15
"ENSG00000135525" 364 413 1577 351 261 802 257 179 846 105 145 602
"ENSG00000220660" 0 0 4 0 0 0 0 0 0 0 0 0
"ENSG00000216613" 0 0 4 0 4 2 0 0 0 0 0 0
"ENSG00000218424" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271765" 0 0 0 0 0 0 3 0 0 0 0 0
"ENSG00000272189" 0 2 2 0 0 8 0 0 0 0 2 0
"ENSG00000276943" 15 35 85 18 9 65 19 5 57 4 5 39
"ENSG00000197442" 1383 932 1594 1497 922 1217 2575 1358 3201 2234 2279 3261
"ENSG00000234263" 5 0 0 0 0 7 5 9 6 6 6 2
"ENSG00000212242" 4 2 3 6 2 0 8 0 5 0 0 0
"ENSG00000112357" 133 130 159 129 173 86 131 112 105 107 89 103
"ENSG00000277822" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000201807" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213109" 3 2 2 0 0 0 0 0 0 0 0 0
"ENSG00000182747" 2 0 0 0 0 0 0 4 0 0 0 2
"ENSG00000164485" 8 4 4 4 0 0 0 0 2 0 2 4
"ENSG00000027697" 3395 3386 5542 2362 3209 2609 1107 986 1460 811 1110 905
"ENSG00000237499" 17 17 12 28 27 18 37 23 24 30 42 41
"ENSG00000118503" 1985 1675 1486 3269 2354 1478 17376 11471 19851 16906 20814 24454
"ENSG00000226004" 3 1 3 36 74 33 51 39 41 116 149 76
"ENSG00000229922" 2 5 1 5 0 3 1 4 6 3 6 9
"ENSG00000112378" 68 40 66 31 31 41 120 48 98 36 28 67
"ENSG00000254440" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000112379" 199 183 398 229 232 277 114 75 170 70 89 122
"ENSG00000215878" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000051620" 354 310 604 371 370 319 315 249 327 193 345 309
"ENSG00000135540" 154 135 169 169 104 108 99 76 47 58 84 53
"ENSG00000266555" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000274594" 0 0 0 0 0 0 0 0 0 0 4 0
"ENSG00000216802" 0 0 2 0 2 0 0 0 0 0 0 0
"ENSG00000225177" 79 57 84 82 54 45 20 22 13 13 13 16
"ENSG00000279968" 10 9 8 8 3 0 2 1 0 0 10 5
"ENSG00000024862" 375 359 535 379 476 344 218 238 236 161 309 249
"ENSG00000203734" 1 4 9 0 3 2 0 2 0 3 2 0
"ENSG00000206856" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000220600" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000135597" 515 559 803 465 651 442 478 371 466 272 472 328
"ENSG00000225415" 0 0 0 0 2 0 0 0 0 0 1 0
"ENSG00000146386" 642 856 681 650 1064 511 918 1058 679 673 1549 736
"ENSG00000231329" 42 45 76 50 58 45 53 22 12 19 40 42
"ENSG00000272446" 82 54 128 82 49 44 11 16 21 24 14 16
"ENSG00000226571" 0 0 0 2 0 2 0 0 0 0 0 4
"ENSG00000112406" 1129 979 1743 1002 1099 1172 718 648 954 508 1098 915
"ENSG00000164440" 572 270 847 440 252 376 80 65 115 67 76 98
"ENSG00000218565" 14 10 20 4 14 15 34 92 48 57 183 68
"ENSG00000164442" 2335 2467 2934 2693 2686 1577 1129 1600 965 428 2031 754
"ENSG00000238099" 2 4 9 0 3 2 0 2 0 0 0 0
"ENSG00000234147" 60 20 47 25 16 46 14 10 32 22 10 37
"ENSG00000135577" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000236822" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270983" 4 2 7 5 0 9 3 2 2 4 7 0
"ENSG00000009844" 565 534 857 627 704 571 460 341 516 271 521 442
"ENSG00000273631" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000112414" 105 71 271 93 74 190 42 38 71 25 24 44
"ENSG00000233138" 12 4 10 14 8 6 117 24 134 91 78 171
"ENSG00000010818" 113 85 156 250 170 150 1753 561 1785 1417 1207 2341
"ENSG00000237851" 0 0 0 0 0 1 0 0 2 1 2 3
"ENSG00000146416" 28 28 28 15 54 39 24 35 49 20 26 27
"ENSG00000225752" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000217495" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000216642" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000189007" 217 169 212 172 225 141 111 79 82 85 62 76
"ENSG00000278392" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223203" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000218896" 1 0 2 1 0 0 0 0 0 0 0 0
"ENSG00000229036" 452 378 582 548 534 434 545 358 431 449 408 405
"ENSG00000001036" 1970 1953 2544 2218 2434 2220 2177 1771 2350 1743 2238 2276
"ENSG00000034693" 95 98 179 117 188 105 164 154 138 123 212 183
"ENSG00000278206" 486 438 692 569 637 572 597 404 518 472 554 482
"ENSG00000112419" 392 395 922 504 539 486 1238 715 1131 939 1247 1513
"ENSG00000235740" 0 0 1 2 2 1 0 3 6 2 2 1
"ENSG00000280148" 196 197 277 220 244 194 137 114 161 85 163 115
"ENSG00000118491" 2 0 2 0 0 0 0 0 0 0 0 0
"ENSG00000257065" 71 65 115 61 88 68 92 59 93 60 66 88
"ENSG00000135521" 546 545 792 617 735 678 431 367 565 247 400 364
"ENSG00000270890" 15 5 23 10 6 23 6 9 23 9 6 6
"ENSG00000118495" 522 576 1065 681 606 587 1781 1031 1990 1609 2035 2749
"ENSG00000283122" 0 1 4 7 7 4 15 1 7 5 7 13
"ENSG00000276680" 0 0 0 0 0 0 0 0 2 0 2 0
"ENSG00000217231" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169976" 905 910 875 800 1105 667 753 879 792 317 826 575
"ENSG00000135604" 509 402 763 1197 1097 1148 4676 2309 4955 3262 3954 6087
"ENSG00000217027" 0 0 2 3 2 0 0 3 1 1 0 0
"ENSG00000225311" 1 2 0 0 0 0 0 0 2 0 4 0
"ENSG00000152818" 1446 954 1476 1578 1241 777 1254 504 679 896 972 917
"ENSG00000219409" 0 0 0 0 0 0 2 0 0 0 0 0
"ENSG00000217195" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000220739" 0 2 0 0 0 0 0 0 2 0 0 0
"ENSG00000112425" 137 101 166 97 99 103 53 35 57 24 38 45
"ENSG00000270828" 0 1 1 0 2 1 2 2 4 0 0 2
"ENSG00000270638" 10 2 7 6 2 6 6 2 4 2 2 2
"ENSG00000280184" 10 13 16 6 13 6 14 0 8 7 15 21
"ENSG00000235652" 219 123 240 141 180 155 83 62 115 49 107 77
"ENSG00000146414" 251 191 321 223 269 185 124 80 101 68 128 103
"ENSG00000118496" 448 304 621 429 367 335 430 168 450 203 305 359
"ENSG00000152822" 4 6 2 0 2 6 0 0 0 0 2 0
"ENSG00000187103" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000222971" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000216811" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000118508" 592 622 725 476 628 404 200 285 226 115 293 126
"ENSG00000118492" 4 0 4 0 1 2 0 0 0 0 0 0
"ENSG00000273719" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000228283" 8 10 14 9 13 16 17 11 22 8 8 18
"ENSG00000227748" 1 0 2 0 0 0 0 0 2 0 2 0
"ENSG00000233452" 95 167 245 67 165 146 51 53 146 19 73 86
"ENSG00000272397" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000196634" 0 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000164506" 414 313 542 281 324 345 172 86 187 90 116 157
"ENSG00000224658" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000207345" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000215223" 0 0 0 0 0 0 0 1 0 0 0 2
"ENSG00000223322" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000111961" 309 147 304 283 167 162 446 202 333 402 339 420
"ENSG00000111962" 9 12 9 10 15 6 19 14 44 14 15 39
"ENSG00000227660" 0 0 0 1 0 0 0 1 2 0 0 1
"ENSG00000236591" 2 4 2 2 2 0 6 7 12 7 13 2
"ENSG00000228408" 0 2 3 3 0 2 0 0 0 0 0 0
"ENSG00000055208" 1693 1529 2338 1792 1848 1449 2683 1519 2675 2382 2652 2870
"ENSG00000241391" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000216265" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225924" 8 2 4 3 0 2 0 0 0 0 0 0
"ENSG00000177688" 2 0 0 2 6 0 0 2 0 0 0 2
"ENSG00000178199" 414 189 355 330 216 192 613 382 555 684 391 594
"ENSG00000131013" 307 257 504 390 323 383 255 252 331 227 286 300
"ENSG00000252244" 2 0 4 1 0 2 0 0 0 1 0 0
"ENSG00000055211" 461 476 658 413 463 433 485 537 831 312 648 621
"ENSG00000281021" 84 69 92 52 55 62 59 78 112 37 81 110
"ENSG00000233330" 2 0 0 0 0 2 6 4 0 1 2 1
"ENSG00000186625" 230 234 301 172 247 158 261 269 380 191 434 297
"ENSG00000207292" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000220848" 9 5 16 7 0 4 4 11 15 4 8 14
"ENSG00000202343" 10 5 3 2 2 1 0 2 0 1 3 1
"ENSG00000131023" 388 331 599 466 404 330 543 262 516 371 530 483
"ENSG00000278899" 3 0 8 2 9 7 3 1 8 5 10 7
"ENSG00000120253" 447 420 643 364 394 413 178 123 203 144 144 178
"ENSG00000120265" 1161 1188 1735 1135 1301 1283 2029 1469 2411 1358 1792 2050
"ENSG00000231760" 241 281 321 228 229 224 469 311 541 295 400 421
"ENSG00000120256" 171 144 196 119 157 84 73 65 113 38 49 41
"ENSG00000273132" 3 0 11 3 12 1 1 4 2 3 1 0
"ENSG00000268592" 1 4 7 6 6 0 8 2 8 0 0 6
"ENSG00000217733" 0 0 1 1 0 1 0 0 0 0 0 1
"ENSG00000164520" 2 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000223701" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000203722" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000219433" 3 0 2 0 0 0 0 7 3 2 0 2
"ENSG00000216906" 3 0 0 6 0 0 0 0 0 0 0 0
"ENSG00000131015" 10 2 11 16 4 10 12 4 17 6 6 6
"ENSG00000219298" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231120" 6 1 0 0 1 0 0 2 5 0 0 0
"ENSG00000131019" 2 4 2 0 10 4 0 0 0 0 0 2
"ENSG00000238594" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198729" 50 38 31 17 77 10 16 36 25 16 34 16
"ENSG00000120278" 0 4 0 0 2 2 6 0 6 12 0 0
"ENSG00000232891" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000224029" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226599" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213089" 3 0 0 2 1 0 0 2 0 0 2 0
"ENSG00000120254" 149 284 216 101 429 120 83 236 143 53 191 56
"ENSG00000202119" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000221469" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000232290" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223598" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231883" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238616" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213087" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000218996" 0 0 0 0 0 0 0 0 2 0 0 0
"ENSG00000219747" 0 0 1 0 0 2 0 3 0 0 0 1
"ENSG00000131016" 2 0 0 2 0 10 8 0 14 0 2 12
"ENSG00000252431" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000252487" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223039" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000181472" 253 266 320 292 226 155 239 176 229 180 242 225
"ENSG00000252615" 1 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000155906" 226 203 368 208 237 200 122 131 146 81 116 112
"ENSG00000219395" 3 2 2 3 2 5 0 0 0 0 2 0
"ENSG00000146476" 473 407 666 486 524 416 409 236 407 233 408 418
"ENSG00000120262" 23 29 88 24 51 27 2 12 4 0 17 6
"ENSG00000207422" 0 0 0 0 4 0 0 0 0 0 0 0
"ENSG00000091831" 149 59 129 180 62 79 135 42 95 177 72 112
"ENSG00000233823" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000131018" 1110 748 1138 938 729 544 293 126 188 154 127 180
"ENSG00000234577" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000226193" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202044" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233464" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000112029" 122 143 139 99 196 78 86 99 144 47 156 76
"ENSG00000227627" 42 24 83 42 25 36 37 17 54 34 14 36
"ENSG00000112031" 278 185 404 317 203 265 254 195 306 180 205 284
"ENSG00000091844" 2 4 14 4 0 4 2 4 0 6 8 8
"ENSG00000212101" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213121" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000237312" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264321" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000218426" 29 34 14 15 39 34 39 43 30 60 36 13
"ENSG00000112038" 1 0 2 1 0 1 0 0 0 0 0 0
"ENSG00000074706" 36 39 130 36 33 50 4 2 6 10 8 2
"ENSG00000153721" 158 121 152 132 144 57 92 81 97 47 89 60
"ENSG00000237593" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277810" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213079" 745 572 969 838 733 645 681 410 804 511 704 638
"ENSG00000200594" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000146426" 273 217 336 301 277 309 432 411 632 374 664 612
"ENSG00000218757" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264814" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000223286" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000238963" 0 0 0 2 0 0 0 4 0 0 0 0
"ENSG00000274451" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000029639" 196 183 207 146 286 159 85 108 57 59 96 84
"ENSG00000235381" 32 22 43 24 35 22 80 84 76 49 105 113
"ENSG00000171217" 5 0 10 4 4 3 6 4 2 1 2 6
"ENSG00000271265" 7 1 2 0 0 0 0 0 0 0 2 2
"ENSG00000049618" 789 663 1104 999 781 653 619 300 395 423 532 400
"ENSG00000271899" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270487" 0 0 0 0 0 0 0 0 0 0 3 0
"ENSG00000218596" 0 0 0 0 0 0 0 0 0 0 0 4
"ENSG00000233044" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000271551" 16 4 6 6 7 2 0 2 3 4 2 0
"ENSG00000217783" 0 0 2 3 0 2 0 0 0 0 0 0
"ENSG00000215712" 220 233 328 199 208 241 100 139 157 72 113 107
"ENSG00000271040" 1 6 8 5 2 4 2 2 4 1 0 0
"ENSG00000218631" 8 4 8 6 0 0 0 0 2 0 4 0
"ENSG00000266617" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000175048" 138 155 118 105 142 73 66 60 56 71 41 42
"ENSG00000130340" 1511 1184 1543 1512 1349 965 1756 1399 1636 1051 1801 1417
"ENSG00000234361" 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000229502" 59 37 68 41 38 34 79 23 31 56 69 57
"ENSG00000236324" 0 0 0 0 0 0 0 0 2 2 0 0
"ENSG00000252658" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000220867" 1 0 0 2 4 0 0 0 0 0 0 0
"ENSG00000233496" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000078269" 321 335 319 281 445 233 111 121 121 88 185 98
"ENSG00000122335" 171 194 183 123 179 113 81 100 87 55 120 80
"ENSG00000272047" 180 140 255 119 266 155 84 166 161 56 165 132
"ENSG00000188451" 3 6 0 2 2 0 0 0 0 2 0 0
"ENSG00000274023" 0 0 0 0 0 2 1 0 0 0 0 0
"ENSG00000130338" 671 342 743 570 468 504 399 142 277 201 166 244
"ENSG00000238019" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000243373" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278571" 2 0 4 2 0 0 2 1 0 3 0 3
"ENSG00000146433" 697 612 1042 701 708 765 527 288 521 409 436 512
"ENSG00000218226" 22 10 39 18 33 7 31 8 20 33 5 28
"ENSG00000146425" 619 548 711 903 890 910 2260 1928 2660 1837 2423 2774
"ENSG00000164674" 525 614 1114 487 552 670 406 370 413 354 469 516
"ENSG00000219249" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265558" 30 50 67 27 29 50 38 27 22 20 29 22
"ENSG00000092820" 2528 2688 2655 2536 3146 1791 3615 3566 3215 3028 4679 3134
"ENSG00000233893" 36 66 26 51 80 25 81 77 81 36 90 81
"ENSG00000130363" 316 386 633 407 499 484 274 262 365 192 356 383
"ENSG00000271913" 41 41 66 50 38 46 194 117 130 109 190 91
"ENSG00000164691" 202 206 195 285 360 178 1777 1334 1186 1202 1783 1072
"ENSG00000226032" 3 1 0 0 0 1 7 3 2 7 0 0
"ENSG00000224478" 6 2 0 1 2 0 5 3 2 0 9 2
"ENSG00000164694" 0 2 0 2 0 0 6 4 0 4 0 0
"ENSG00000235086" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000233682" 3 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000276413" 2 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000237927" 4 2 0 0 2 2 12 4 4 6 14 10
"ENSG00000112096" 10977 6085 9741 21742 14869 15202 141447 110847 160130 107440 157746 143672
"ENSG00000120437" 3019 2213 3637 3557 2474 3274 2816 1775 3165 1822 1955 2832
"ENSG00000120438" 2642 2764 3314 2774 3216 2445 2713 2493 3679 1845 2660 2751
"ENSG00000206910" 0 0 1 5 8 1 1 0 7 9 2 3
"ENSG00000220305" 18 4 16 10 6 0 29 0 12 7 4 13
"ENSG00000251988" 12 0 1 5 6 3 0 0 9 3 0 4
"ENSG00000146457" 1278 1068 1459 1490 1290 1292 6720 4398 7816 4991 5949 6368
"ENSG00000207392" 5 2 10 3 4 7 10 1 13 0 0 3
"ENSG00000112110" 416 502 506 415 630 430 282 293 323 118 263 252
"ENSG00000236823" 1 0 0 2 0 0 0 4 0 0 0 0
"ENSG00000130368" 22 14 2 22 40 4 12 4 8 8 15 4
"ENSG00000268257" 6 0 0 2 2 0 8 2 10 2 4 12
"ENSG00000197081" 17486 14914 14580 19921 18009 13067 19443 10578 14982 16646 15882 17173
"ENSG00000175003" 73 54 80 65 73 47 87 81 124 84 88 111
"ENSG00000213073" 173 56 163 250 61 112 340 75 240 358 111 318
"ENSG00000213071" 1 2 0 2 0 2 0 0 0 4 0 0
"ENSG00000085511" 433 383 534 376 408 357 223 261 485 183 379 302
"ENSG00000272841" 9 1 12 4 2 6 7 7 14 4 10 14
"ENSG00000026652" 765 499 917 670 519 530 496 333 644 311 371 478
"ENSG00000279355" 8 19 29 22 31 39 7 8 16 12 16 20
"ENSG00000185345" 11 6 6 0 2 6 13 4 4 4 2 9
"ENSG00000221021" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000280685" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000227913" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000112530" 0 0 0 0 2 0 0 0 0 0 0 0
"ENSG00000217557" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225437" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000225683" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000281692" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000270419" 18 14 12 9 27 6 6 6 5 2 3 10
"ENSG00000112531" 2544 2229 4209 2698 2806 2199 2809 1656 3095 2036 2974 3182
"ENSG00000228692" 16 3 16 9 3 7 7 2 14 6 0 15
"ENSG00000216624" 2 3 7 0 6 0 1 0 2 1 2 3
"ENSG00000198818" 707 835 1028 646 966 807 463 557 579 308 702 640
"ENSG00000233231" 44 13 19 34 23 9 5 2 13 8 6 13
"ENSG00000060762" 793 704 1221 791 802 732 674 479 835 387 687 755
"ENSG00000261420" 1 2 0 0 0 4 0 0 0 0 0 0
"ENSG00000071242" 1704 965 2431 1685 1148 1525 740 453 1041 599 555 905
"ENSG00000231654" 0 0 0 0 0 3 0 0 0 0 0 0
"ENSG00000026297" 4612 4592 5221 3707 6146 3624 2485 3937 3565 1336 4311 3307
"ENSG00000232082" 1 2 0 6 5 1 4 1 0 0 3 0
"ENSG00000222958" 1 0 2 1 0 1 0 0 0 0 2 4
"ENSG00000235272" 0 2 2 0 4 1 2 16 6 2 0 2
"ENSG00000235008" 5 2 7 2 0 0 7 0 6 5 2 5
"ENSG00000249141" 1905 2034 2212 1647 2674 1633 1117 1856 1593 695 2063 1571
"ENSG00000213066" 293 255 379 231 221 245 149 147 164 118 153 149
"ENSG00000112486" 0 2 2 0 0 4 2 0 4 2 2 2
"ENSG00000272980" 111 99 145 102 73 97 61 67 78 60 83 76
